,Text
3855,"@joncoopertweets @RCamposDuffy and her guy @SeanDuffyWI are the epitome of stupid on @FoxNews. But, yeah--they are all pretty dim."
3856,"RT @andmakemeill: So you are saying there should have been a The Umbrella Academy movie in 2009, or did I misunderstood this whole intervie…"
3857,@chipfranklin Guessing your thinking with that mindset if a parent buys a kid a car they r responsible 4 everything… https://t.co/4BRHTuQ5ZO
3858,"RT @HLERadio: @crystal3241 @EstVallChorale @Blessttt @RiderPride1234 @rockin4jc @linda1974a @GrmJoy
@sharonePack good morning! Becky is tak…"
3859,@Confuse_n_Dazed @BrandiNeal83 @DopeSoulGirl @SleuthieGoosie Went on Google maps &amp; actually walked Monkey's route.… https://t.co/FYkCQICukJ
3860,"RT @Nurayn_atyqh: When i’m start overthinking, i’m totally lost my happiness and become be sad"
3861,Tired https://t.co/hZpLXMUFX0
3862,I lost count of how many partnerships $coti has … https://t.co/QnZfJXIHY5
3863,"RT @Chesschick01: The ""If it saves one life"" shitheads should feel ashamed. and this is 1 case. I am sure there are 1,000+ others we don't…"
3864,RT @_brianaajay: wow i’m really a hopeless romantic lol
3865,"RT @brucelittle: @dartmoorcollect Back up to the moor for me in September. Was hoping to get above the fog but was stuck in it. This ""Hamis…"
3866,What a year it’s been my brain decided to treat itself to a new iPhone and YSL bag so not all is lost
3867,geniune question do children not get tired of crying bc this child in front of me been crying for a full hour like bestie I’m tired for you
3868,RT @FuckedUpChiaki: || Should I make a new pin? I'm not really satisfied with the one I have right now
3869,@rec777777 @BBCNews I'm getting heartily sick of @bbcnews referring to Boris Johnson or Johnson when of course they… https://t.co/TLasHwKyhQ
3870,I need to fix my sleeping schedule 🥲 I should not be this tired
3871,NO! The whole ‘with COVID’ vs. ‘from COVID’ thing was always moronic &amp; ‘with’ should never have been the standard.… https://t.co/Iz7LL9eHIY
3872,@theMattachines @theyletfly @KevinPascoe @DanielFooksArt @DrAseemMalhotra I remember that too. I lost a long time f… https://t.co/EBPcbA0UGy
3873,"@CDCgov - Negative tests should be required, not days."
3874,"Lol I don’t be meaning to leave y’all on spaces, auntie B tired 😂"
3875,ella musk can go to hell
3876,"RT @Durga60645633: I wish pratik win the task and also wildcard should get out of house bauth hua drama

#PratikSehajpal"
3877,"@emerome1 i should say tho that you kinda get a walmart version of this on ""avatars will"" on roblox (name could have changed)"
3878,@CDCgov So what you saying is capitalism outweighs life. You will not have nurses in a min. We tired. I will not ri… https://t.co/xkWrukuxl4
3879,RT @_queenadult: I'm alone and wanting to fuck hard https://t.co/DoLcTujJGw
3880,"RT @ch57223258: Shehnaaz You Go Girl 
#SidNaaz #SidharthShukla #ShehnaazGill #OurPrideShehnaaz"
3881,@AlisonCarter626 @DawahConnected Your lost
3882,They have a new tactic: we didn’t expect the violence at the Capitol; it actually ruined our (perfectly acceptable… https://t.co/IShlRa5LqF
3883,RT @UG_confesses: Competing for a lover is the stupidest thing I've ever seen people try to do. Putting yourself through all that mental st…
3884,RT @lijep10: I really feel karan's di and jiju should stop answering personal questions. They reply to a lot of unnecessary stuff. #TejRan
3885,"RT @ProfFeynman: • If you're wrong, admit it.
• If you're confused, ask questions.
• If you're stuck, seek for help.
• If you make mistake,…"
3886,I'm so tired of feeling stupid all the time
3887,RT @Ivote4US2: @JesseJaeHoon I have lost all FAITH IN THE UNITED STATES... Our country defends nothing but corporate profits.
3888,"here we have the vice president with 9,600 likes

hahahahahaahahahahahahahahhahahah

WHAT A LOSER U SUCKKKKKKKKK… https://t.co/3XCciQ30uQ"
3889,You need to delete this app guy. You suck at it. Off to mute you go.
3890,stuck on 11-1 core https://t.co/xvm2zkBO8x
3891,@ConstantVector I was going to say that I’ll give you Sunderland because he went back to England after a terrible s… https://t.co/Hm03DqrjuE
3892,"RT @SharpFootball: quarterback factory: Notre Dame QBs have now lost 24 straight starts in the NFL

last win was by Brady Quinn in 2012

h/…"
3893,RT @dellieisla: should I pull it the whole way up? https://t.co/1YpWzq6JL7
3894,@nolimitvuyo Damn I could've used this so thami can leave me alone
3895,People like this have the audacity to lecture us when they have the deaths of hundreds of thousands of people on th… https://t.co/JbaUSsliJl
3896,When my anxiety attacks were out of control. Trauma impacted my day to day life and I wanted to finally heal. Speci… https://t.co/wTjnbOpwZq
3897,"RT @ProfFeynman: Life is too short to worry about stupid things. Have fun. Fall in love. Regret nothing, and don't let people bring you dow…"
3898,RT @PhumlaniMMajozi: I tweeted this chart in February this year. It's a very disturbing chart on South Africa. Every South African should b…
3899,"Super tired! So gonna go to bed, but I’ll get to any msgs once I’m awake (If I have any 😳) 🤓❤️"
3900,"RT @empresslexiii: I have so many special ways to get you addicted

my goal is to get you to a point where you can’t function witouth my co…"
3901,@Brother_Love__ am tired of watching shit football
3902,"Sometimes things go miserable , and I know after getting defeated by those miserable things we thing to end our lif… https://t.co/m2x86Pldt6"
3903,@fedup42Mn 🤣 looks like a bit of tinsel stuck on it too 😂
3904,"@Bren4Bassetlaw I sincerely hope you are right and this tweet doesn't come back to bite you. Because if it does, no… https://t.co/lunyLVCkXd"
3905,"@plane_pats @jake_petro I disagree with this, we need a receiver a lot better than Bourne.  Henry, he’s ok but he’s… https://t.co/pRj9ysCrZO"
3906,"RT @firefly909: Mark Milley Should Be Executed on Live TV, Says GOP Congressional Candidate Noah Malgeri https://t.co/ibPZ9ULJ66 WHAT IS WR…"
3907,RT @IONFWMIDZ: If I ain’t the only person you talking to leave me alone Ion share mines.
3908,RT @MattWalshBlog: I remember Robert De Niro earning a standing ovation for saying “Fuck Trump” during the Tony awards. His respect for the…
3909,"“Should I eat a late night snack or should I not?”

- Im so jealous go eat it what are you worrying for https://t.co/t2cotqUXPB"
3910,"@ScotNational No there not.
Don't be so stupid.
Most stuff ends up on eBay."
3911,i love skiing but truly there is nothing better than taking off those stupid clunky torture devices called ski boots at the end of the day
3912,baby ni-ki is upset
3913,"RT @renoomokri: A marriage cant survive on love alone. You need money, accommodation, maturity. It is animals that have children and then l…"
3914,"just had my 3rw shot of vaccine, I hope they will not ask for a 4th shot bc I'm tired 😭"
3915,"RT @77_Kiah: If you brag about how much you make from crypto while mocking people that lost money in the market (minus CT banter), I wound…"
3916,@AFParker642 Reminds me of Walcott had that early success which they thought gave them the right to dictate where t… https://t.co/Cz2hfOXSot
3917,Everyone should know that my boyfriend is really cute. Thank you so much for all of the wishes. I'm so grateful to… https://t.co/2vReU6MMVN
3918,"@JonahDispatch I was boosted. Have had symptoms for 10 days-coughing, congestion, tired. But thankfully no fever."
3919,"RT @RoyalFamily: Don’t forget! The #TogetherAtChristmas carol concert will be broadcast on 
@ITV 7:30pm, Christmas Eve."
3920,"RT @Riyabiswal4Riya: Yarrr these people 
I don't understand should I cry or laugh seeing this #TejRan https://t.co/ahQ4EUx2x6"
3921,I’m shook they switched the quarantine period to 5 days🥴
3922,RT @samdman95: the fact that this has happened *twice* in the first week of the protected bike lane is the perfect evidence that we need wa…
3923,"RT @SoooSweetKitty_: It’s wild to think about where you were in life, when Insecure premiered on HBO in Fall 2016 and where you are now.…"
3924,"RT @SamuraiiRadio: Crazy with this “who have the dolphins beat” when

Cin lost to the jets 
Buf also lost to the jags
Chargers got blown ou…"
3925,RT @SPN_FreakSaumya: Did Neil deserve to be trolled then..?? He was brutally trolled for days and I'll not mince my words.. the content was…
3926,my old oomfs yang since march masing masing dah lost interaction..... i miss them so much
3927,doing more disappointing features they really lost touch
3928,@keani_yafreak 3rd shot was the roughest for me! Day after was tired and sore.
3929,Was not picked on merit but he looks so so good on at crease... You must be kidding me 🙄 #SAvIND #Bavuma
3930,RT @RVAReid: Maybe you guys can help me out. I understand a “culture shift” as it relates to Sociology and business. But when people descri…
3931,do you know the boys personally did they tell you this themselves
3932,"@amkonning I don't think the appointee should be consider an expert. Unless they are, like when faccui was over an… https://t.co/dYyJPJjliQ"
3933,RT @_ejyyy: the men in the quotes saying they do not want that shit LMFAOOOOOOOO thats why yall dont have it !!
3934,RT @LaLisalovemee: We all know how😴 https://t.co/deCYqzrDFJ
3935,@HoodComedyEnt @TiaBeBreezy 😂@Kinq_Moss  dang i should’ve got you one of these
3936,RT @ClaudetteGGibs1: These people are so stupid. 🙄
3937,"@RandPaul You did all that and still lost?!?!?

Hahahahahahahahahahahahahahha

Do you enjoy being a traitor to your… https://t.co/HkZmDVviaF"
3938,Once you catch that bih
3939,Who do you guys think should’ve got young POTM i think Reece James or Smith Rowe🤷‍♂️
3940,RT @DarkViperAU: One of my favourite videos is 'YouTube's Copyright System Isn't Broken. The World's Is.' by Tom Scott. I feel it should be…
3941,"The Palestinian prisoner,Hisham abu Hawwash,was not allowed to have a shower for 70 days, and he lost his ability t… https://t.co/3PR8U7YaqR"
3942,"RT @thisistey: i passed the hardest moments alone, while everyone believed i was fine."
3943,RT @Cernovich: Omicron was the regime’s “all in” bet. They needed a lot of people to die. It didn’t happen. Instead a lot of people who a m…
3944,he lost his soul to a woman so heartless
3945,"i think to myself: okay... i should be able to control myself, right?"
3946,I left him alone.
3947,RT @hairytanya: Wanna come explore my jungle with me? 😈 I’m waiting on my Fansly for your suggestions on how I should pleasure myself 🙊 LIN…
3948,Tired asfffff man these 14 1/2 hr shifts kickin my asssssss
3949,"RT @shesmxrphine: had to shave her bare.. is she still pretty?🥺

i’ll be back to my cute little bush in no time, i feel lost without it!🌷…"
3950,"@CryptooBeast I had the same issue,
But it was resolved immediately after I wrote to trust wallet support.
I think… https://t.co/Uxbe6Xot44"
3951,"Overheard in Queens ""no for real i do want to die but not like that on Queens boulevard that's embarassing"""
3952,"@Telegraph We r British citizens stuck in Afghanistan under uncivilized regime without food, security,shelter and o… https://t.co/fsn3wicvtr"
3953,Implementing a national employee mask mandate early on in the pandemic could have reduced deaths by as much as 47%.… https://t.co/Lof28pOqvB
3954,"RT @hypnotic_echoes: be a trophy. be a thing that someone can own showing off their power. be pretty and dumb, worthless aside from a statu…"
3955,She invited me to Cancun! Should I go ?
3956,@MjBrier27 @the_unachiever @Iwontusemyrealn @NBCLX I’m just tired of people calling fake news. Catchy headlines are… https://t.co/AJtZEppWPo
3957,"@Brolys_balls @sarahlugor Okay I see however, if I’m saying “y’all fighting over white people” then that refers to… https://t.co/oNZYcO8CBd"
3958,RT @khushsundar: Paid my condolences to the family of #AdvctRenjithSrinivas in #Alapuzha who was brutally murdered at home. These murderers…
3959,@Jamey_Messina I'd have to agree.  So much talent too. Arguably more talent on defence than your o. Should be at worst a top 5 unit
3960,"RT @tomandrewstew: Jofra Archer. Overused, ran into the ground and burnt out by our management and captains. We can’t despair about him mis…"
3961,I know it’s not possible for all jobs but this should be a thing especially now as it would help possibly prevent s… https://t.co/o0kUaumuWs
3962,"@tinnkky I definitely developed anxiety and a veruca salt complex or two over beanie babies. 
“If I didn’t have EVE… https://t.co/C6lfCUTaCD"
3963,"@AdamParkhomenko Come on man y'all leave Chuck Todd alone, man 😆 🤣 she called out his white blindness and he at lea… https://t.co/2l8Ec7MSpH"
3964,"RT @dropthekhhtea: tw // domestic violence , abusive partner , suicide mention

cont. https://t.co/xqpupM7GAv"
3965,"@KenLaCorte just shows his inferiority complex, and his constant need to try to top others thru feeble means lol ..… https://t.co/it0YcCHNaX"
3966,"@HiraiOwow_ awokawok, me when anxiety kicks in"
3967,"RT @nikkitamboli: @realumarriaz come onn… play alone na…. You can… you are strong enough… 
We feel bad when you have so much potential to d…"
3968,i def should’ve taken this week off😣
3969,"@greymalkin117 that's a whole lot of drama...and i'm still going ""Who the fuck is lindsay ellis?"" cuz like...seriou… https://t.co/wAKqCy4rQf"
3970,"Oh yeah, and the jack has also clearly been replaced. Looks like a very recent Switchcraft. At first I thought I'd… https://t.co/blz0kTmh7n"
3971,I don't settle for things that aren't good for me so leave me alone.
3972,I 100% agree with this. We need to start holding these mp's truly responsible.
3973,RT @mkolken: You mean by creating a fake dossier that was given to the FBI to lie to the FISA court to unmask a member of the opposition’s…
3974,@donghunist LISTEN I HEARD THAT AND LOST IT. do we have lyrics?
3975,ITS BEEN SO LONG AND I STILL FEEL SO EMPTY AND SAD WHAT THE FREAK DUDE
3976,@ForceinUnison @sck8182 @AndrewBrandt There isn’t a Baker on the Browns team or in the entire organization that’s g… https://t.co/RVZl6HJvQr
3977,"@patomiliki Been seeing your tweets about certain issues, and tbh, it ain't like that Chief. I know you are Rohr's… https://t.co/rzEuAX9Pi2"
3978,"Apex said there gonna be increasing the rank gap. So what I should be like level 1,000+ or so When that goes into effect? 😂"
3979,@rightwing53 @Kidcowboy2 @beamailuc nah in fact golden gaytimes should be nationalized and evenly distributed to ev… https://t.co/86HgZcPZnf
3980,RT @ExpatNHongKong: Let her know she raised a useless son and that standing up to that narcissistic arsehole now might save others down the…
3981,How’d people get so helpless?
3982,@KimMangone It can’t have taken Putin’s boys long to realize Maddy’s a Useless Idiot who couldn’t tell the truth if… https://t.co/b0TcgKA4Ye
3983,"RT @AreWeThereYet35: Bye bye @ATT, you lost me as a customer forever. Won't support a business with ties to OAN and right wing conspiracy.…"
3984,@alchanwiz I haven't slept a wink. I'm sooooooo tired. My mind is on the brink. (Sorry.)
3985,RT @damnhyejin2: 171M 🔥🔥 twits make streaming as your habit. Don’t depends on gp alone!
3986,"if I had a dollar for every time its happened... I'd only have a few bucks, but still! That its happened more than… https://t.co/5KtSBIHxxl"
3987,@FPWellman Why can’t these people think?  If Jared Schmuck thinks the election was stolen then what does he think o… https://t.co/ixxWiZYILL
3988,"RT @hellodigit: If you're feeling lost or overwhelmed when it comes to managing your budget, don't stress. With Digit, it can be both simpl…"
3989,"@notamrirl @provaxtexan God you are stupid, it's easy to see how all you people are so easily manipulated"
3990,First @CDCgov lost the trust of everyday Americans. Now they’ve lost the trust of healthcare workers. Pretty sad fa… https://t.co/QxqcgEc10N
3991,@Atitty_ I dont think you should be smoking before 😫
3992,@VarisOstoroth Jillian made sure everyone was notified and kept him fed and watered. He spent the time mostly in hi… https://t.co/NIUNpWAS4t
3993,RT @MomOnFire: I can’t decide if I’m the smartest person in the room or the most profoundly stupid.
3994,"RT @thankanartist: @keithedwards I wish more would be made of this, too. It makes no sense and Dems should be asking that question every ti…"
3995,ni-ki really was independent even when he was still young and the way jake asked by airplane sjsjsj this man 😂
3996,"⚽⚽⚽⚽⚽⚽⚽⚽⚽⚽⚽⚽
ITS TIME TO BEAT THE BOOKIES AGAIN⚽⚽⚽⚽⚽⚽⚽⚽⚽⚽

👉👉ARE YOU NOT TIRED OF CRYING OVER CUT SLIPS,RECOVER ALL…"
3997,NUNAAAA AAAA SHOULD I CHANGE
3998,RT @RealNyhiem: I would NEVER watch an episode of Insecure or any type of series like it
3999,"RT @TriptiRaj_22: I don't care about anyone 
I want my Pratik &amp; Nishant to be saved from this stupid elemination Task !

#PratikSehajpal #N…"
4000,"RT @at3mmm: i’m sick and tired of getting my friends’ hopes up with all these failed talking stage, when i’m married i’ll inform them."
4001,Perfect👌👌👌
4002,"@BattleRoyaleCoD I’m tired of getting disconnected from the server every other game, or freezing and having to rest… https://t.co/VQgwK2vDb9"
4003,"RT @SilviPastured: For anyone stuck with ""blue flappy"" surgical masks - so many folks can't afford a mask with a better fit, here's a video…"
4004,@kofiya_illus you are not alone! Me too
4005,@yanni_karalis You lost all seriousness by giving this photo as an example. I really can't take you seriously anymo… https://t.co/2YTKN8ASah
4006,"@smartyshar50 June 9,1992
Guess I’ll be jumpin all next year 
I’m already tired. Lol https://t.co/mD6eLYutne"
4007,"@britnidlc while i do agree that some selective ""forgetting"" (aka just letting stupid shit go sometimes) is good fo… https://t.co/HYu25MhoVR"
4008,"Just been in Cancer Research charity shop &amp; went 2till 2alleviate my purse of £20 However, the Karen serving told m… https://t.co/1CGVHQAB2n"
4009,i’m so tired and i still have 4 hours to go
4010,@eliistender10 I really really struggle with feeling alone and find life hard. Thank you for your posts. I know you… https://t.co/xMKkr2Ys6i
4011,"RT @mocathemuse: I’m extremely grateful for everyone who is in my life. This year was wild &amp; y’all stuck beside me, remained loyal &amp; cheere…"
4012,yet somehow we have people who openly beg for more of this.  🤷🏻‍♂️
4013,@goal Such a useless post
4014,"RT @DerpDrawz: minus parallel BFs
the designs are based on the icons rather than the inverted colors though
I should try to draw more minus…"
4015,"RT @iamtricia118: If there's anything you should leave behind this year, it's ""okwesiba ku bantu"". Dead that useless habit!"
4016,"RT @Tinchim140045: They are calling out Rashami for talking behind their back.
What is Teja and Nishant doing
Discussion ????
Teja keeps pe…"
4017,I am regretful to say i have to go back to being an adult tomorrow and go back to work because my hobbies and sourc… https://t.co/zmkzDk6num
4018,@raysonable the cheese room alone is worth the price.
4019,"RT @RyanGirdusky: Lmaooo

This is why Florida should impose a tax on people moving to the state. This guy talks about how liberal policies…"
4020,It’s coz of these misconceptions tweets like this exist. Or like how I told my wcw she’s a bad bitch and she said I… https://t.co/dleLDb5Xdi
4021,"@TokensDeals Pardon I got no Grey hair thank you....

I've just lost it all 😜❤️🤣🤣🤣"
4022,"@mtgreenee It's so funny how you say cheating occurred, but went to court and said you weren't arguing there was fr… https://t.co/JdDvw2CKcH"
4023,Colorado is a nightmare. I’m tired of living in America.
4024,"The thoughts of hurting people destroys me.
Hurting someone you love.. and losing a certain closeness forever is on… https://t.co/1GgbDP9JFc"
4025,RT @WomanHindu: Jyada uchlo mat. Same doctors will chew you ideologically anyday and not even burp. JNU humanities kids are not only stupid…
4026,"OH WAIT THIS IS A NUZLOCKE 
I ONLY JUST REALIZED 
THATS WHY THEY SWITCHED OUT THE WHOLE TEAM 
THE GRAPHIC ON THE SI… https://t.co/q05SnYe6PH"
4027,"@elincomprendid I think ""everyone"" should stream her songs cause jb is outstreaming her"
4028,This girl always posting her rose I know the rose tired of her ass
4029,"Work doesn’t start till 5pm but I got up bright &amp; early for a mtg set at 9am. Dragged myself out of 🛏,🚿, got dresse… https://t.co/okZpQHeokW"
4030,"@daveinnorfolk19 @RussInCheshire David I see you can't answer the question because you don't know of any, asked abo… https://t.co/TNbIeMRiCl"
4031,"RT @elizabe18425980: When your best friend is God, you are Never Alone. Amen"
4032,@bozzie_t The other day I was served over cooked chicken livers ☹️! They got stuck in my mouth.
4033,The result of a neighbor spending 45 loud annoying minutes cleaning off their car since 5:30 am was to get stuck an… https://t.co/FQoEzXJTpO
4034,"@Nokethecat @Dorry_Segev I'd laugh, I have done a lot, but the silly fools are causing untold devastation, and ther… https://t.co/jgrylacmgA"
4035,"RT @tommyaltinnit: just spent four days sat alone, in the dark, silently editing...

The Best of TommyInnit 2021 releases TOMORROW at 5 PM…"
4036,I've never felt so lost then i do right now and i don't have an answer really for anything truly at this point.
4037,RT @ProfJNMoyo: The fact that I strongly disagree with you does not mean I don't care for or respect you; it simply means my worldview is d…
4038,Stop turning the ball over and takin stupid ass shots idc if you get 15/7/5 a game that’s your extra hyper ass tryn… https://t.co/sayt7erNeW
4039,@DailyStuffMag Get real. They're lying on floor and stuck a few cushions on the wall
4040,"RT @AnnuBauddh23: from a particular community For how long will the girl child of the oppressed community remain insecure???
 #JusticeForVa…"
4041,"@jtimsuggs 3.5 billion people on earth alone died, and then magically came back. being framed as an international t… https://t.co/RPeuNfwjFe"
4042,"RT @sanacollects: i don't think that this is also a reason on why dapat taasan fol pcs. fol mp should stay as it is, if binili mo sya ng op…"
4043,Can’t believe I bought a ferran shirt I’m hurting
4044,"I feel that we have lost ""super terrific"" women in the world.

Can anyone truly say they are a steady, strong woman… https://t.co/Nd1sqaCikA"
4045,"RT @BabadookNukem: lot of handwringing over the last two years about how being stuck inside is giving kids depression, but if anything I th…"
4046,RT @stu_sherman: My 1 year old daughter just tested positive for COVID. My wife and I haven’t left the house without N95 masks in two weeks…
4047,"RT @Heatherknows2: #Manhattan #NewYorkCity #USA💔TRUFFLE was found tied to a fence, abandoned &amp; alone for how long? Truffle is 7. Brought in…"
4048,"RT @CheesoH8sTWTT: Please RT i recently lost my 28k account 
Follow me:
https://t.co/dIZpu0SXfv https://t.co/OvbkzJlyjD"
4049,i should use this as an album cover https://t.co/RGKLT8Soc4
4050,"I don't think I can finish fytkweek, eversince that xmas gathering all my motivation to write just withered away 🥲… https://t.co/AYl3eQ9ua0"
4051,"Every single thing since I woke up this morning has gone wrong. This week shouldn’t exist, and I should be allowed… https://t.co/EKQ8YLjilz"
4052,"RT @Zeneca_33: Can I name and shame? Should I? It's an ethical dilemma, to be sure. When I came across these conversations today I was sick…"
4053,My @SportsRadioWIP Last Fan Standing update: We lost 12 last week (most on this play) &amp; are now down to 19 survivor… https://t.co/23jMG5nvLY
4054,"@geostylegeo Should NEVER based on YouTube, but I’ve diagnosed BOTH of my kids correctly after being forced to go s… https://t.co/lGbj8fgHCD"
4055,RT @satt_mpoth: How you had me fooled and wanting for so long is besides me at this point. And as much as I hate feeling lonely I think I h…
4056,"RT @tiffaniangus: Ok, it's been a few days and we are in the weird liminal time between xmas and NYE, so who needs a writer pep talk? I can…"
4057,You're deflecting now. I think we should start having a talk about how big accounts in here are terrified from the… https://t.co/S0wyibbDv2
4058,i knew i didn’t like u for a reason my hunch was right
4059,"RT @MuffConnoisseur: Hillary Clinton is like a fucking leech you just can’t get rid of. She lost the nomination to Obama in 2008, lost the…"
4060,airplane 😭
4061,@Thabo05852519 @Amaze_M @iamLiisaK @Legeti_ No you don’t but you don’t use suicide as a way to emotionally blackmail people in your life.
4062,They should sign Russell Westbrook
4063,"RT @EagleSoulMan: As moon rises on the bow of horizon
A grief penetrates me, I drift away
I see faces as the moon slips by
The faces of los…"
4064,I am so tired
4065,I adore @naomiedu you should check out their work .
4066,RT @AiteCoin: Hey @missteencrypto you should check out @ZinuToken I think you will be as impressed as myself. They ain’t playing and are on…
4067,@zelcore_io i holded 5000 flux for 3 months in their stupid wallet to get thouse pluses like connect to binance.  i… https://t.co/oSMYBobjNT
4068,Damn it man…. My entire body is aching 😩
4069,Nutale 4Pcs Focus Key Finder Smart Tracker Anti-Lost Alarm Item Locator Wireless for Key Phone Wallet Pet Bluetooth… https://t.co/MQ6dlyY9XT
4070,"@AreYouASinger With your guns, all other rights can be reclaimed. without them they are all lost."
4071,RT @pinkpinkyoongi: bts’s twitter lost their main character role so fast fuckkk
4072,As you should.
4073,@OSGdirector @MichelleMousta1 @warrenphillip18 @ADCPerez46 That's a  really stupid comment
4074,"@ewura__abena How should I respond, yes or  what😂😂😂"
4075,RT @Lyricnotic: Last year I lost a queer sister who was isolated in a foreign country and killed by her abusive partner. Family didn't know…
4076,"RT @bkppuniverse: Vlog together?
PP: Not sure if his pay will be too high. If there's an opportunity, there might be. Sometimes it’s the wo…"
4077,"RT @JDBAnalytics: .@djsnake &amp; @justinbieber's ""Let Me Love You (Lyric Video)"" has surpassed over 1 BILLION views on YouTube, totalling well…"
4078,RT @TranquilAshes: Should I cosplay? #Encanto https://t.co/Mb7YvPCrRo
4079,"Y’all gotta stop. I’ve been a server, and I’ve worked a desk job selling insurance. By far. And not even close. Its… https://t.co/Lr9cC2dSwC"
4080,"RT @newsmax: Stephen Miller: ""No president has lost the faith and confidence more quickly and more totally than Joe Biden has."" https://t.c…"
4081,"RT @GodsGreatPeace: I really do feel kinda sad tonight. 

I moved patients around to accommodate a vented patient in ER&gt;

The patient died…"
4082,@j_oranges I didn’t even make it to the freeway 🥲 all the roads in my area are covered. I made it to the main road… https://t.co/6X6dj8U6rM
4083,"Sa mga taong to ,sana marealize niyo as early as now na mali na ang ginagawa niyo that You’re already crossing the… https://t.co/q4zkq3grL6"
4084,"@asmuchthan @hughlt Sorry Dave, I disagree . They are congenital Idiots ,even the evil of mRNA jab could not cause… https://t.co/MnIfTBLW55"
4085,@jbsteelers36 I agree. It is terrible to see 1 $ when this stock should be at 5 now.
4086,"@historykev @_HPAD Indeed the Scottish Parliament seemed to think the word ""suicide"" was appropriate, I wonder what… https://t.co/u2e7GCKp3D"
4087,"@Johnny_Joey @VW Anyone who thinks the US is doing better under Biden is out of touch with everyday Americans, much… https://t.co/7Fz13u3olS"
4088,RT @Samfr: Impressed that 26% of people do know what it means. They're doing better than the cabinet.
4089,@BryanKetron Yes it is! I lost in the Championship by .18 points. https://t.co/64yBaFztBS
4090,RT @xoleighbea: I think we should get naughty 😈 https://t.co/Kva3GuZ9ph
4091,baby 🥺
4092,@kimlehmkuhl @zac_hoffman Either lost interest OR realizes there is no $$ left in it bc even BIDEN said he. Supports ending the tipped wage.
4093,@ahmad_zakariii Another GOAT did this and lost the ball everytime  🤣🤣🤣🤣
4094,"So true, odd how covid gets lost at those right angles..."
4095,I know people have been talking bad behind my back. Am not stupid..I just don't give a f*ck
4096,I am so tired I need this day to be over
4097,"RT @OzmaRacc: Expected side effects of HRT:
Growing tiddies, ass, soft skin, regrowth of lost head hair
Unexpected side effects of HRT: 
Gr…"
4098,"@grey_peasant @albertwesker363 @arahman97 @theserfstv BTW, getting stuck in a traffic jam in an EV will make you fe… https://t.co/hhrh6NSLVB"
4099,Everbydy can create some shit like #cryptopunks in 30 sec. This is all worthless and useless. #NFT #NFTartists… https://t.co/mVwgITk6LH
4100,This is an enjoyable thread. https://t.co/Ubus6h9sgk
4101,I’m tired of doing the best that I can. I have the best job that I could find. I make 2/3 what I made in my old job… https://t.co/vfgJX0cWe8
4102,RT @IndigoFast: If useless press are genuinely going to concoct stories that people in Scotland are going to *flee* to restriction-free Eng…
4103,"RT @joeygilbertinc: If you’re waiting for a vaccine to give you freedom, you’ve already lost it.

Who’s ready to take back their freedom?✋"
4104,"These are things I have done in my addiction: blew off family functions to watch porn, missed work to watch porn, t… https://t.co/Ic5Gffq7CR"
4105,RT @ThatTimWalker: Sad thing is for @BorisJohnson no one really cares any more. https://t.co/pWqebgoRzz
4106,I don’t understand why ppl are sooooo up in arms about other ppl celebrating Insecure/Issa Rae. It’s like y’all LIV… https://t.co/OQE8RIR1cD
4107,"@TwainsNephson Apparently you didn’t watch congressional testimonies. I’m anti-mask, anti-Covid vax, etc., but havi… https://t.co/N2isqAu5cC"
4108,"@TaricofTargon ""Then I'm all yours. What did you have planned or should I guess?""

Of course now she was on her kne… https://t.co/gEsPzL2dPd"
4109,"I am not yours, not lost in you, / Not lost, although I long to be - Sara Teasdale"
4110,"RT @xiaofiIms: im tired of these people treating xiaoting as if she's nothing but her visuals, the planet masters didn't place her in 3rd r…"
4111,"@B52Malmet Are you listening, @CNN? Horrible stupid headline today blaming @POTUS for the failure to curb the pandemic."
4112,"RT @DisabledJourno: Only 1 thing in life is Absolute.

Death.

We all Die. It could happen today or tomorrow or in 100 years, from one of m…"
4113,"RT @nefermira: NUT VIDEO RULES: 
- moaning, audible but not forced 
- CLEAN TRIMMED NAILS
- clean background (messy is ok but not dirty)
-…"
4114,"REST IN PEACE🥀

#WarCrimesOfJunta
#Dec28Coup   
#WhatsHappeningInMyanmar https://t.co/PLjeCgY9SB"
4115,"RT @TheHyyyype: ""throat goat"" is fine but i think we should start using ""gobble ghoul"" a bit more often"
4116,RT @Brieyonce: Issa really never wore her hair straight. That alone is fucking iconic.
4117,RT @NickKnudsenUS: I just watched Don’t Look Up on @netflix: an on-point and tragic satirization of our stupid culture and our corrupt corp…
4118,@lucid_isdead I’ve been out hunting stupid orces https://t.co/6DzgC8Cb0j
4119,"RT @shesmxrphine: post morning fuck..😌

should i keep the bush?🌻

access to my NO PPV site below!✨ https://t.co/WaR1HbaZvP"
4120,When people say “You should love your body” it means being content with the way it looks right now. And I this that… https://t.co/GL2JIR5EjK
4121,RT @JKabuleta: I posted this seven weeks ago 👇🏽👇🏽
4122,All of America knows it was stolen even the losing liberals. They can’t be that dang dumb to believe #FJB got 81 mi… https://t.co/sY1fzsVhcz
4123,There aint no room for things to change when we are both so deeply stuck in our ways. You cant deny how hard I have… https://t.co/ZJANubp0ly
4124,i’m so tired of this song but i’ll never skip it again.miss you tio ❤️✊🏻 https://t.co/rAjGWoKypB
